url,primary_keyword,search_intent,title,h1,meta_description,h1_alignment,description_alignment,on_page_action,target_source
https://hacecuentas.com/blog/ejercicios-de-combinatoria-resueltos,Ejercicios de combinatoria resueltos,informacional,Ejercicios de combinatoria resueltos | Hacé Cuentas,Ejercicios de combinatoria resueltos,"Practicá combinaciones y permutaciones con ejercicios resueltos paso a paso, identificando cuándo importa el orden y qué fórmula usar.",1,0.67,alineado,title-canonico
https://hacecuentas.com/blog/el-aire-acondicionado-necesario-con-ejemplos-paso-a-paso,el aire acondicionado necesario con ejemplos paso a paso,informacional,el aire acondicionado necesario con ejemplos paso a paso,el aire acondicionado necesario con ejemplos paso a paso,"Regla base: 100 frig/m² en ambiente de orientación… Incluye explicación, ejemplo resuelto y pasos para aplicar el aire acondicionado necesario…",1,0.6,alineado,title-canonico
https://hacecuentas.com/blog/el-capital-de-trabajo-con-ejemplos-paso-a-paso,el capital de trabajo con ejemplos paso a paso,informacional,el capital de trabajo con ejemplos paso a paso,el capital de trabajo con ejemplos paso a paso,"El capital de trabajo neto es activos corrientes menos… Incluye explicación, ejemplo resuelto y pasos para aplicar el capital de trabajo con ejemplos…",1,0.75,alineado,title-canonico
https://hacecuentas.com/blog/el-impuesto-a-las-ganancias-con-ejemplos-paso-a-paso,el Impuesto a las Ganancias con ejemplos paso a paso,calculo,el Impuesto a las Ganancias con ejemplos paso a paso,el Impuesto a las Ganancias con ejemplos paso a paso,"Calculá Ganancias de cuarta categoría con un ejemplo paso a paso: sueldo bruto, deducciones, aguinaldo y escala aplicable en Argentina.",1,0.5,alineado,title-canonico
https://hacecuentas.com/blog/el-poder-de-compra-con-ejemplos-paso-a-paso,el poder de compra con ejemplos paso a paso,informacional,el poder de compra con ejemplos paso a paso | Hacé Cuentas,el poder de compra con ejemplos paso a paso,"Con 30% de inflación anual, $100.000 de hoy valen… Incluye explicación, ejemplo resuelto y pasos para aplicar el poder de compra con ejemplos paso a paso.",1,1,alineado,title-canonico
https://hacecuentas.com/blog/el-precio-por-kilo-con-ejemplos-paso-a-paso,el precio por kilo con ejemplos paso a paso,comparacion-comercial,el precio por kilo con ejemplos paso a paso | Hacé Cuentas,el precio por kilo con ejemplos paso a paso,"Comparador precio por kg/L: cuál conviene según… Incluye explicación, ejemplo resuelto y pasos para aplicar el precio por kilo con ejemplos paso a paso.",1,1,alineado,title-canonico
https://hacecuentas.com/blog/el-sac-proporcional-con-ejemplos-paso-a-paso,el SAC proporcional con ejemplos paso a paso,informacional,el SAC proporcional con ejemplos paso a paso | Hacé Cuentas,el SAC proporcional con ejemplos paso a paso,"Se parte del 50% de la mejor remuneración mensual del… Incluye explicación, ejemplo resuelto y pasos para aplicar el sac proporcional con ejemplos paso…",1,1,alineado,title-canonico
https://hacecuentas.com/blog/electricidad-hogar-conectado-2026,"Cables, baterías y wifi",calculo,"Cables, baterías y wifi: las cuentas del hogar conectado","Cables, baterías y wifi: las cuentas del hogar conectado","Sección de cable, térmica, resistencias, autonomía de baterías y velocidad de internet: los cálculos para instalar y conectar tu casa sin adivinar.",1,0.33,alineado,title-canonico
https://hacecuentas.com/blog/empezar-a-invertir-cuentas-basicas-2026,Empezar a invertir,comparacion-comercial,Empezar a invertir: las 4 cuentas que tenés que saber,Empezar a invertir: las 4 cuentas que tenés que saber,"Interés compuesto, TNA vs TEA, dólar vs plazo fijo, CEDEARs y ganancia real con cripto: las cuentas que hay que entender antes de poner un peso, sin humo.",1,0,alineado,title-canonico
https://hacecuentas.com/blog/entrenar-para-una-carrera-con-numeros-2026,Entrenar para una carrera con números,calculo,"Entrenar para una carrera con números: plan, ritmo y zonas","Entrenar para una carrera con números: plan, ritmo y zonas","Te anotaste a una carrera: calculá cuántas semanas de plan necesitás, tu pace objetivo, tus zonas de frecuencia cardíaca y las calorías que quemás…",1,0.33,alineado,title-canonico
https://hacecuentas.com/blog/errores-al-calcular-el-promedio-ponderado,Errores al calcular el promedio ponderado,calculo,Errores al calcular el promedio ponderado | Hacé Cuentas,Errores al calcular el promedio ponderado,"Evitá los errores más comunes del promedio ponderado: pesos que no suman, porcentajes mal convertidos y valores mezclados sin una misma unidad.",1,1,alineado,title-canonico
https://hacecuentas.com/blog/errores-al-estimar-el-salario-neto-paraguayo,Errores al estimar el salario neto paraguayo,calculo,Errores al estimar el salario neto paraguayo,Errores al estimar el salario neto paraguayo,"Evitá errores al pasar de salario bruto a neto en Paraguay y separá descuentos, beneficios, bonos y tipo de cambio.",1,0.6,alineado,title-canonico
https://hacecuentas.com/blog/errores-al-estimar-ganancias-de-un-plazo-fijo,Errores al estimar ganancias de un plazo fijo,calculo,Errores al estimar ganancias de un plazo fijo,Errores al estimar ganancias de un plazo fijo,"Evitá errores de días, tasas, renovación, inflación y liquidez al proyectar un plazo fijo.",1,0.6,alineado,title-canonico
https://hacecuentas.com/blog/errores-comunes-del-punto-de-equilibrio,Errores comunes del punto de equilibrio,calculo,Errores comunes del punto de equilibrio | Hacé Cuentas,Errores comunes del punto de equilibrio,"Detectá errores al calcular el punto de equilibrio: costos omitidos, margen unitario incorrecto, IVA mezclado y volúmenes poco realistas.",1,0.75,alineado,title-canonico
https://hacecuentas.com/blog/errores-frecuentes-al-liquidar-casas-particulares,Errores frecuentes al liquidar casas particulares,informacional,Errores frecuentes al liquidar casas particulares,Errores frecuentes al liquidar casas particulares,"Detectá errores habituales al liquidar trabajo en casas particulares y revisá jornada, feriados, vacaciones y documentación.",1,0.8,alineado,title-canonico
https://hacecuentas.com/blog/errores-frecuentes-al-pagar-ingresos-brutos,Errores frecuentes al pagar Ingresos Brutos,calculo,Errores frecuentes al pagar Ingresos Brutos,Errores frecuentes al pagar Ingresos Brutos,"Detectá errores de base, actividad, jurisdicción, retenciones y fechas al calcular Ingresos Brutos.",1,0.6,alineado,title-canonico
https://hacecuentas.com/blog/escala-ganancias-2026-argentina-tabla-completa-explicada,Escala de Ganancias 2026,calculo,Escala de Ganancias 2026: tabla completa y calculadora,"Escala de Ganancias 2026: la tabla completa, explicada sin vueltas.","Consultá la tabla de Ganancias 2026, entendé cada tramo y calculá la alícuota marginal y efectiva con ejemplos claros para Argentina.",1,0.67,alineado,title-canonico
https://hacecuentas.com/blog/escritura-de-un-inmueble-costos-que-suelen-olvidarse,Escritura de un inmueble,informacional,Escritura de un inmueble: costos que suelen olvidarse,Escritura de un inmueble: costos que suelen olvidarse,Identificá costos y trámites que pueden aparecer además de honorarios al preparar la escritura de un inmueble.,1,1,alineado,title-canonico
https://hacecuentas.com/blog/esperando-un-bebe-cuentas-clave-2026,Esperar un bebé con números,informacional,"Esperar un bebé con números: fertilidad, parto y crecimiento","Esperar un bebé con números: fertilidad, parto y crecimiento","De los días fértiles a la fecha probable de parto, los percentiles de crecimiento y el presupuesto mensual del bebé: las cuatro cuentas de la etapa.",1,0.33,alineado,title-canonico
https://hacecuentas.com/blog/estadistica-desde-cero,Estadística desde cero,calculo,"Estadística desde cero: dispersión, probabilidad","Estadística desde cero: dispersión, probabilidad y combinatoria","Guía práctica con calculadoras conectadas para estadística desde cero: dispersión, probabilidad y combinatoria.",1,1,alineado,title-canonico
https://hacecuentas.com/blog/estadistica-y-probabilidad-sin-vueltas-2026,Estadística y probabilidad,calculo,Estadística y probabilidad: qué calcular en cada caso,Estadística y probabilidad: qué calcular en cada caso,"Cuándo usar estadística descriptiva, cuándo inferencial y cuándo probabilidad: media y desvío, intervalos de confianza, combinatoria y distribución…",1,1,alineado,title-canonico
https://hacecuentas.com/blog/feriado-17-agosto-2026,Feriado del 17 de agosto de 2026,informacional,Feriado del 17 de agosto de 2026: cómo se paga si trabajás,Feriado del 17 de agosto de 2026: cómo se paga si trabajás,"El 17 de agosto de 2026 cae lunes y forma un fin de semana largo. Qué se conmemora, si se trabaja y cómo se paga.",1,0.67,alineado,title-canonico
https://hacecuentas.com/blog/feriados-que-quedan-2026-argentina-findes-largos,Feriados 2026 Argentina,informacional,Feriados 2026 Argentina: los 6 que quedan y 4 findes largos,Feriados que quedan en 2026 en Argentina: fechas confirmadas y cómo aprovechar los findes largos,"Quedan 6 feriados en 2026 en Argentina y 4 findes largos, incluido uno de 4 días en diciembre. El próximo es el 17 de agosto: mirá las fechas.",1,1,alineado,title-canonico
https://hacecuentas.com/blog/feriados-y-horas-extra-en-casas-particulares-que-controlar,Feriados y horas extra en casas particulares,informacional,Feriados y horas extra en casas particulares: qué controlar,Feriados y horas extra en casas particulares: qué controlar,Revisá cómo documentar feriados y horas adicionales en una relación de casas particulares sin mezclar conceptos.,1,0.8,alineado,title-canonico
https://hacecuentas.com/blog/finde-asado-22-julio-2026,Cuánto comprar para el asado del finde,informacional,Cuánto comprar para el asado del finde,Cuánto comprar para el asado del finde,"La guía para comprar el asado del fin de semana sin pasarte ni quedarte corto: cuánta carne, achuras, cerveza y empanadas por persona, con la regla…",1,0.67,alineado,title-canonico
https://hacecuentas.com/blog/finde-escapada-auto-27-julio-2026,Escapada del finde en auto,comparacion-comercial,"Escapada del finde en auto: nafta, peajes y a qué hora salir","Escapada del finde en auto: nafta, peajes y a qué hora salir","Antes de salir de escapada el finde: cuánta nafta vas a gastar, cuánto suman los peajes y a qué hora conviene salir para llegar con luz.",1,0.67,alineado,title-canonico
https://hacecuentas.com/blog/finde-juntada-5-agosto-2026,Juntada del finde,informacional,Juntada del finde: bebida y picada por persona,Juntada del finde: bebida y picada por persona,"Organizás la juntada del finde: cuánta cerveza, picada y snacks por persona para que no falte ni te sobre medio supermercado.",1,1,alineado,title-canonico
https://hacecuentas.com/blog/finde-largo-13-junio-2026,Finde largo del 13 al 15 de junio 2026,informacional,Finde largo del 13 al 15 de junio 2026,Finde largo del 13 al 15 de junio 2026: cuántos días y por qué,Finde largo del 13 al 15 de junio de 2026: 3 días por Paso a la Inmortalidad del Gral. Martín Miguel de Güemes.,1,1,alineado,title-canonico
https://hacecuentas.com/blog/finde-largo-15-agosto-2026,Finde largo de agosto 2026,informacional,Finde largo de agosto 2026: días y motivo,Finde largo de agosto 2026: días y motivo,Finde largo del 15 al 17 de agosto de 2026: 3 días por Paso a la Inmortalidad del Gral. José de San Martín.,1,1,alineado,title-canonico
https://hacecuentas.com/blog/finde-reposteria-13-agosto-2026,Tarde de cocina,informacional,"Tarde de cocina: medidas, conversiones y proporciones","Tarde de cocina: medidas, conversiones y proporciones","La tarde fría de finde es para cocinar: convertí tazas a gramos, ajustá los huevos de la receta, clavá la proporción del arroz y traducí grados Fahrenheit.",1,0.5,alineado,title-canonico
https://hacecuentas.com/blog/fisica-aplicada-sin-trauma-2026,Física sin trauma,calculo,"Física sin trauma: movimiento, ondas y presión","Física sin trauma: movimiento, ondas y presión con calculadora","Caída libre, tiro parabólico, longitud de onda, Doppler y presión atmosférica: cómo resolver los problemas típicos de física con calculadoras paso a paso.",1,0.33,alineado,title-canonico
https://hacecuentas.com/blog/futbol-con-numeros-guia-2026,El fútbol con números,informacional,"El fútbol con números: puntos, premios, récords y Mundial","El fútbol con números: puntos, premios, récords y Mundial","Las cuentas del fútbol: cuántos puntos necesita tu equipo, cuánta plata reparten los torneos, qué números dejó el Mundial 2026 y cómo te comparás…",1,1,alineado,title-canonico
https://hacecuentas.com/blog/gaming-hobbies-en-numeros-2026,Gaming y hobbies en números,comparacion-comercial,Gaming y hobbies en números: cuánto te lleva y qué conviene,Gaming y hobbies en números: cuánto te lleva y qué conviene,"Las cuentas del tiempo libre: cuánto tarda terminar un juego o una serie, coordenadas de portales en Minecraft, IV en Pokémon GO, ELO y trades de Blox…",1,0,alineado,title-canonico
https://hacecuentas.com/blog/ganancias-de-cuarta-categoria-como-ordenar-una-liquidacion,Ganancias de cuarta categoría,informacional,Ganancias de cuarta categoría: cómo ordenar una liquidación,Ganancias de cuarta categoría: cómo ordenar una liquidación,"Entendé cómo revisar una liquidación de Ganancias sobre rentas del trabajo sin confundir bruto, neto, deducciones y retenciones.",1,0.33,alineado,title-canonico
https://hacecuentas.com/blog/ganancias-vencimiento-2026-prorroga-27-julio,Ganancias 2026,informacional,Ganancias 2026: ARCA prorrogó el vencimiento al 27 de julio,Ganancias 2026: ARCA prorrogó el vencimiento al 27 de julio,ARCA prorrogó hasta el 27 de agosto de 2026 la presentación de Ganancias 2025. El pago mantuvo la fecha del 27 de julio. Qué cambia y checklist.,1,1,alineado,title-canonico
https://hacecuentas.com/blog/ganancias-y-sueldo-neto-por-que-no-son-la-misma-cuenta,Ganancias y sueldo neto,informacional,Ganancias y sueldo neto: por qué no son la misma cuenta,Ganancias y sueldo neto: por qué no son la misma cuenta,"Diferenciá sueldo bruto, aportes, retención de Ganancias y resultado anual para interpretar mejor tu recibo.",1,0.67,alineado,title-canonico
https://hacecuentas.com/blog/ganar-musculo-con-numeros-2026,Ganar músculo con números,informacional,"Ganar músculo con números: 1RM, proteína y grasa corporal","Ganar músculo con números: 1RM, proteína y grasa corporal","Los cuatro números del gimnasio: tu 1RM y descansos, los gramos de proteína por kilo, tu grasa corporal real y las dosis de cafeína, creatina e hidratación.",1,0.33,alineado,title-canonico
https://hacecuentas.com/blog/gastos-de-escritura-que-paga-comprador-y-que-paga-vendedor,Gastos de escritura,informacional,Gastos de escritura: qué paga comprador y qué paga vendedor,Gastos de escritura: qué paga comprador y qué paga vendedor,Revisá cómo conversar la distribución de gastos de escritura y qué conceptos deben aparecer en el presupuesto.,1,1,alineado,title-canonico
https://hacecuentas.com/blog/generacion-x-millennials-y-gen-z-que-comparar,"Generación X, millennials y Gen Z: qué comparar",comparacion-comercial,"Generación X, millennials y Gen Z: qué comparar","Generación X, millennials y Gen Z: qué comparar","Compará Gen X, millennials y Gen Z desde contexto histórico, tecnología y trabajo sin convertir cohortes en estereotipos.",1,0.5,alineado,title-canonico
https://hacecuentas.com/blog/generaciones-en-2026-que-cambio-y-que-mirar,Generaciones en 2026,informacional,Generaciones en 2026: qué cambió y qué mirar,Generaciones en 2026: qué cambió y qué mirar,"Usá generaciones en 2026 con método: verificá rangos, fuente, país, edad, año de nacimiento y objetivo del análisis.",1,1,alineado,title-canonico
https://hacecuentas.com/blog/geometria-figuras-y-cuerpos-paso-a-paso-2026,Geometría: ejercicios resueltos paso a paso para imprimir,informacional,Geometría: ejercicios resueltos paso a paso para imprimir,Geometría: ejercicios resueltos paso a paso para imprimir,"Ejercicios resueltos de geometría para imprimir: área y perímetro, volumen, triángulos y plano cartesiano con fórmula, sustitución y resultado.",1,0.8,alineado,title-canonico
https://hacecuentas.com/blog/guia-completa-monotributo-2026,Monotributo 2026,informacional,"Monotributo 2026: categorías, cuotas e inscripción","Monotributo 2026: categorías, cuotas e inscripción","Monotributo 2026 actualizado: 11 categorías de la A a la K, tope máximo $126.610.839, cuotas oficiales, inscripción y recategorización.",1,1,alineado,title-canonico
https://hacecuentas.com/blog/hora-extra-diurna-o-nocturna-como-distinguirlas,Hora extra diurna o nocturna,informacional,Hora extra diurna o nocturna: cómo distinguirlas,Hora extra diurna o nocturna: cómo distinguirlas,Aprendé a clasificar horas extra diurnas y nocturnas antes de aplicar recargos en una liquidación colombiana.,1,0.25,alineado,title-canonico
https://hacecuentas.com/blog/idiomas-y-lectura-cuentas-reales-2026,Aprender un idioma con números,informacional,"Aprender un idioma con números: horas, exámenes y lectura","Aprender un idioma con números: horas, exámenes y lectura","Cuántas horas lleva cada nivel de idioma, qué puntaje necesitás en TOEFL o IELTS, cuánto tardás en leer un libro y cómo medir palabras de un trabajo…",1,0.33,alineado,title-canonico
https://hacecuentas.com/blog/impresion-3d-por-encargo-que-preguntar-antes-de-aceptar-un-precio,Impresión 3D por encargo,comparacion-comercial,Impresión 3D por encargo: qué preguntar antes de aceptar,Impresión 3D por encargo: qué preguntar antes de aceptar un precio,"Revisá escala, material, tolerancias, terminación y entrega antes de comparar presupuestos de impresión 3D.",1,0.5,alineado,title-canonico
https://hacecuentas.com/blog/imprevistos-laborales-plan-b-2026,"Accidente, despido o mudanza de país",informacional,"Accidente, despido o mudanza de país: tu plan B laboral","Accidente, despido o mudanza de país: tu plan B laboral","Qué cobra la ART tras un accidente laboral, cuánto paga el seguro de desempleo de ANSES, la liquidación al dejar un trabajo en LATAM y el costo…",1,0.25,alineado,title-canonico
https://hacecuentas.com/blog/impuestos-del-que-factura-guia-2026,Facturás y te llega menos,informacional,"Facturás y te llega menos: IVA, Ingresos Brutos","Facturás y te llega menos: IVA, Ingresos Brutos y retenciones","Los tres impuestos que muerden cada factura: cómo discriminar el IVA, cuánto se lleva Ingresos Brutos en tu provincia y por qué te retienen Ganancias…",1,0,alineado,title-canonico
https://hacecuentas.com/blog/impuestos-personales-patrimonio-compras-2026,"Ganancias, Bienes Personales y compras afuera",comparacion-comercial,"Ganancias, Bienes Personales y compras afuera: tu costo real","Ganancias, Bienes Personales y compras afuera: tu costo real","Qué deducciones te bajan Ganancias, cuándo te alcanza Bienes Personales y cuánto pagás de impuestos por comprar en el exterior. Las tres cuentas explicadas.",1,0.6,alineado,title-canonico
https://hacecuentas.com/blog/indemnizacion-por-despido-argentina,Indemnización por despido en Argentina 2026,informacional,Indemnización por despido en Argentina 2026: guía completa,Indemnización por despido en Argentina 2026: guía completa,¿Cuánto te corresponde por despido sin causa? Un mes de sueldo por año trabajado (art. 245 LCT) más preaviso e integración.,1,0.25,alineado,title-canonico
https://hacecuentas.com/blog/indemnizacion-por-despido-en-2026-que-revisar-este-ano,Indemnización por despido en 2026,informacional,Indemnización por despido en 2026: qué revisar este año,Indemnización por despido en 2026: qué revisar este año,"Conocé qué revisar en una indemnización por despido a agosto de 2026: base, antigüedad, convenios, topes y sistemas de cese.",1,1,alineado,title-canonico
https://hacecuentas.com/blog/indemnizacion-renuncia-o-mutuo-acuerdo-que-cambia,"Indemnización, renuncia o mutuo acuerdo",informacional,"Indemnización, renuncia o mutuo acuerdo: qué cambia","Indemnización, renuncia o mutuo acuerdo: qué cambia","Compará despido sin causa, renuncia y mutuo acuerdo para entender qué conceptos pueden corresponder y qué revisar antes de firmar.",1,0.75,alineado,title-canonico
https://hacecuentas.com/blog/inflacion-julio-2026-cuanto-perdiste,Inflación de julio 2026,informacional,Inflación de julio 2026: cuánto perdiste y cómo cubrirte,Inflación de julio 2026: cuánto perdiste y cómo cubrirte,"La inflación de julio 2026 fue 2.1% (INDEC). Acumulada del año 19.3%, 12 meses 33.8%. Cuánto perdió tu poder de compra y cómo cubrirte en pesos.",1,1,alineado,title-canonico
https://hacecuentas.com/blog/inflacion-mayo-2026-cuanto-perdiste,Inflación mayo 2026,calculo,"Inflación mayo 2026: 2,1% (INDEC) — cuánto perdiste","Inflación mayo 2026: 2,1% (INDEC) — cuánto perdiste","La inflación de mayo 2026 fue 2,1% (INDEC): acumulada 14,7%, interanual 33,2%. $100.000 de hace un año valen $75.075. Calculá tu pérdida al instante.",1,1,alineado,title-canonico
https://hacecuentas.com/blog/informe-financiero-argentina-2026-06,Informe financiero Argentina junio 2026,informacional,Informe financiero Argentina junio 2026: dólar y plazo fijo,Informe financiero Argentina junio 2026: dólar y plazo fijo,"¿Cómo arrancó junio 2026 en Argentina? Dólar blue a $1.425, IPC de abril 2,6% y plazo fijo hasta 24% TNA. Datos oficiales BCRA e INDEC, gratis.",1,0.6,alineado,title-canonico
https://hacecuentas.com/blog/informe-financiero-argentina-2026-07,Informe financiero de Argentina,calculo,"Informe financiero de Argentina: dólar, inflación y tasas","La foto del mes, antes de mover tu plata.","Resumen mensual de dólar, inflación, tasas, salarios e inversiones en Argentina con datos oficiales, contexto y calculadoras relacionadas.",0,0.33,refuerzo-visible-automatico,title-canonico
https://hacecuentas.com/blog/informe-financiero-argentina-2026-08,Informe financiero Argentina,comparacion-comercial,Informe financiero Argentina — agosto 2026 | Hacé Cuentas,Informe financiero Argentina — agosto 2026,"Dólar, inflación y tasas en Argentina durante agosto de 2026, con fecha de corte, fuente y escenarios para comparar decisiones.",1,0.33,alineado,title-canonico
https://hacecuentas.com/blog/ingresos-brutos-con-ejemplos-paso-a-paso,Ingresos Brutos con ejemplos paso a paso,informacional,Ingresos Brutos con ejemplos paso a paso | Hacé Cuentas,Ingresos Brutos con ejemplos paso a paso,"IIBB = facturación del período neta de IVA × alícuota… Incluye explicación, ejemplo resuelto y pasos para aplicar ingresos brutos con ejemplos paso a paso.",1,1,alineado,title-canonico
https://hacecuentas.com/blog/ingresos-brutos-diferencia-entre-facturacion-base-y-saldo,Ingresos Brutos,informacional,"Ingresos Brutos: facturación, base imponible y saldo","Ingresos Brutos: facturación, base imponible y saldo","Separá ventas, base imponible, retenciones, percepciones y saldo al revisar una liquidación de Ingresos Brutos.",1,1,alineado,title-canonico
https://hacecuentas.com/blog/ingresos-brutos-para-servicios-como-ordenar-una-primera-estimacion,Ingresos Brutos en servicios,informacional,Ingresos Brutos en servicios: primera estimación,Ingresos Brutos en servicios: primera estimación,"Organizá una estimación de Ingresos Brutos para servicios separando ingresos, actividad, jurisdicción y créditos.",1,1,alineado,title-canonico
https://hacecuentas.com/blog/la-capacidad-de-endeudamiento-con-ejemplos-paso-a-paso,la capacidad de endeudamiento con ejemplos paso a paso,informacional,la capacidad de endeudamiento con ejemplos paso a paso,la capacidad de endeudamiento con ejemplos paso a paso,"El ratio deuda/ingreso divide todos los pagos… Incluye explicación, ejemplo resuelto y pasos para aplicar la capacidad de endeudamiento con ejemplos paso…",1,1,alineado,title-canonico
https://hacecuentas.com/blog/la-comision-por-ventas-con-ejemplos-paso-a-paso,la comisión por ventas con ejemplos paso a paso,informacional,la comisión por ventas con ejemplos paso a paso,la comisión por ventas con ejemplos paso a paso,"La comisión por venta es una de las formas más usadas de remuneración variable en Argentina: vendedores en retail, corredores inmobiliarios, brokers de.",1,0.25,alineado,title-canonico
https://hacecuentas.com/blog/la-comparacion-de-prestamos-con-ejemplos-paso-a-paso,la comparación de préstamos con ejemplos paso a paso,comparacion-comercial,la comparación de préstamos con ejemplos paso a paso,la comparación de préstamos con ejemplos paso a paso,"Para comparar préstamos hay que mirar cuota, plazo y gastos juntos; la menor cuota no siempre implica el menor costo.",1,0.25,alineado,title-canonico
https://hacecuentas.com/blog/la-media-estadistica-con-ejemplos-paso-a-paso,la media estadística con ejemplos paso a paso,calculo,la media estadística con ejemplos paso a paso | Hacé Cuentas,la media estadística con ejemplos paso a paso,Para calcular las 4 medidas de un conjunto de datos: Media = suma de todos los valores ÷ cantidad (x̄ = Σxᵢ/n).,1,0.25,alineado,title-canonico
https://hacecuentas.com/blog/la-nota-necesaria-para-aprobar-con-ejemplos-paso-a-paso,la nota necesaria para aprobar con ejemplos paso a paso,informacional,la nota necesaria para aprobar con ejemplos paso a paso,la nota necesaria para aprobar con ejemplos paso a paso,"¿Tenés parciales rendidos y necesitás saber qué nota… Incluye explicación, ejemplo resuelto y pasos para aplicar la nota necesaria para aprobar…",1,0.6,alineado,title-canonico
https://hacecuentas.com/blog/la-proyeccion-de-ventas-con-ejemplos-paso-a-paso,la proyección de ventas con ejemplos paso a paso,informacional,la proyección de ventas con ejemplos paso a paso,la proyección de ventas con ejemplos paso a paso,La proyección de ventas con crecimiento compuesto sigue la fórmula: Ventas mes N = Ventas actuales × (1 + tasa)^N.,1,0.5,alineado,title-canonico
https://hacecuentas.com/blog/ladrillo-hueco-o-comun-como-comparar-para-una-pared,Ladrillo hueco o común: cómo comparar para una pared,comparacion-comercial,Ladrillo hueco o común: cómo comparar para una pared,Ladrillo hueco o común: cómo comparar para una pared,"Compará ladrillo hueco y común según uso, resistencia, peso, aislación, espesor y rendimiento por metro cuadrado.",1,0.6,alineado,title-canonico
https://hacecuentas.com/blog/las-percepciones-impositivas-con-ejemplos-paso-a-paso,las percepciones impositivas con ejemplos paso a paso,calculo,las percepciones impositivas con ejemplos paso a paso,las percepciones impositivas con ejemplos paso a paso,"Calculá una percepción a partir de la base y la… Incluye explicación, ejemplo resuelto y pasos para aplicar las percepciones impositivas con ejemplos…",1,0.75,alineado,title-canonico
https://hacecuentas.com/blog/las-retenciones-con-ejemplos-paso-a-paso,las retenciones con ejemplos paso a paso,calculo,las retenciones con ejemplos paso a paso | Hacé Cuentas,las retenciones con ejemplos paso a paso,"Calculá retenciones de la RG 830 con ejemplos de honorarios, alquileres y servicios: mínimo, alícuota y comprobación del importe retenido.",1,0.67,alineado,title-canonico
https://hacecuentas.com/blog/liquidacion-final-en-2026-que-revisar-con-la-normativa-vigente,Liquidación final en 2026,informacional,Liquidación final en 2026: qué revisar con la normativa,Liquidación final en 2026: qué revisar con la normativa vigente,"Revisá tu liquidación final en 2026 con la ley vigente, el convenio, la forma de salida, vacaciones, SAC y sistemas de cese.",1,1,alineado,title-canonico
https://hacecuentas.com/blog/liquidacion-final-indemnizacion-y-renuncia-que-comparar,"Liquidación final, indemnización y renuncia: qué comparar",comparacion-comercial,"Liquidación final, indemnización y renuncia: qué comparar","Liquidación final, indemnización y renuncia: qué comparar","Compará liquidación final, indemnización, renuncia, mutuo acuerdo y vencimiento de contrato para entender qué puede corresponder.",1,0.8,alineado,title-canonico
https://hacecuentas.com/blog/liquidacion-final-renuncia-despido,Liquidación final: renuncia vs despido en Argentina,comparacion-comercial,Liquidación final: renuncia vs despido en Argentina,Liquidación final: renuncia vs despido en Argentina,Qué conceptos integran la liquidación final al renunciar o ser despedido y cuáles corresponden solo fuera del período de prueba.,1,0.4,alineado,title-canonico
https://hacecuentas.com/blog/los-costos-fijos-y-variables-con-ejemplos-paso-a-paso,los costos fijos y variables con ejemplos paso a paso,informacional,los costos fijos y variables con ejemplos paso a paso,los costos fijos y variables con ejemplos paso a paso,"El costo total suma costos fijos y costo variable por… Incluye explicación, ejemplo resuelto y pasos para aplicar los costos fijos y variables…",1,0.6,alineado,title-canonico
https://hacecuentas.com/blog/ltv-vs-cac,LTV vs CAC: cómo medir rentabilidad y crecimiento,comparacion-comercial,LTV vs CAC: cómo medir rentabilidad y crecimiento,LTV vs CAC: cómo medir rentabilidad y crecimiento,"CAC es cuánto cuesta cada cliente nuevo sumando todas las inversiones marketing+ventas. Incluye explicación, ejemplo resuelto y pasos para aplicar ltv…",1,0.4,alineado,title-canonico
https://hacecuentas.com/blog/mantenimiento-hogar-cuentas-mensuales-2026,Cuánto cuesta mantener una casa,comparacion-comercial,Cuánto cuesta mantener una casa: las cuentas que nadie hace,Cuánto cuesta mantener una casa: las cuentas que nadie hace,"Gastos fijos de la casa, humedad y condensación, limpieza, pileta y huella de carbono: cinco cuentas de mantenimiento del hogar que conviene hacer…",1,0.33,alineado,title-canonico
https://hacecuentas.com/blog/markup-vs-margen,Markup vs margen,comparacion-comercial,Markup vs margen | Hacé Cuentas,Markup vs margen,"Compará markup y margen de ganancia con las dos fórmulas, ejemplos sobre costo y precio final, y una guía para elegir la métrica correcta.",1,1,alineado,title-canonico
https://hacecuentas.com/blog/medir-bien-en-la-cocina-2026,Medir bien en la cocina,informacional,"Medir bien en la cocina: tazas, horno, porciones y recetas","Medir bien en la cocina: tazas, horno, porciones y recetas","Cuántos gramos es una taza, a qué temperatura poner el horno, cuánto arroz o pasta por persona y cómo adaptar una receta a tu molde.",1,0,alineado,title-canonico
https://hacecuentas.com/blog/medir-riesgo-antes-de-invertir-2026,Riesgo al invertir,comparacion-comercial,"Riesgo al invertir: cartera, opciones y apalancamiento","Riesgo al invertir: cartera, opciones y apalancamiento","Cómo medir el riesgo de tu cartera con Sharpe y correlación, saber qué vale una opción call o put, y calcular a qué precio te liquidan si operás apalancado.",1,0.5,alineado,title-canonico
