prioridad,winnability,categoria,slug,keyword_ganable,intent,keywords_alt,razon
2,WINNABLE,deportes,1rm-deadlift-estimator,deadlift 1rm calculator,Estimate deadlift 1RM from weight and reps,deadlift max calculator from reps | estimate deadlift one rep max,Lift-specific variant with a %1RM table — gap vs the generic head. Steady lifter demand. No k mapped.
2,WINNABLE,deportes,1rm-squat-estimator,squat 1rm calculator,Estimate back squat 1RM from weight and reps,back squat max calculator from reps | estimate squat one rep max,Lift-specific variant with %1RM table — winnable gap vs generic 1RM head. No k mapped.
2,WINNABLE,deportes,21k-training-plan-weeks,how many weeks to train for a half marathon,Determine number of training weeks for a half marathon by background,half marathon training plan length by level | weeks needed to prepare for a 21k,"The 'how many weeks' angle is a specific calculator gap, distinct from the content-heavy 'half marathon training plan' head. No k mapped."
2,WINNABLE,deportes,body-fat-skinfolds-jackson-pollock,jackson pollock 3 site skinfold body fat calculator,Compute body fat % from 3-site caliper skinfolds (Jackson-Pollock),body fat calculator by skinfold calipers | 3 site skinfold body fat percentage,"'body fat calculator' head is hopeless, but the caliper/Jackson-Pollock method angle is a specific winnable gap. Re-target away from generic k. Real fitness demand."
2,WINNABLE,deportes,boxing-calories-burned,calories burned boxing calculator,Estimate calories burned in a boxing session by weight and type,calories burned heavy bag workout | calories burned sparring by weight,Activity-specific calorie burn is a classic winnable long-tail (not the generic 'calories burned' head). Modest steady demand. No k mapped.
2,WINNABLE,deportes,cafeina-dosis-rendimiento,caffeine dosage calculator for athletic performance,Optimal caffeine dose (mg/kg) for performance by body weight,caffeine dose by body weight for exercise | how much caffeine before a workout,Specific evidence-based angle; SERP not owned by big aggregators (mostly articles). Niche but real. No k mapped.
2,WINNABLE,deportes,caloric-surplus-muscle-gain,caloric surplus calculator for muscle gain,Daily bulking calories = TDEE + surplus by experience level,bulking calories calculator by experience level | how many calories to bulk,Bulking-specific surplus is winnable vs generic TDEE/calorie head. Real gym demand. No k mapped.
2,WINNABLE,deportes,carbohydrates-during-exercise,how many carbs per hour during exercise,Carbs g/hr needed during endurance exercise by duration/intensity,carbohydrate intake calculator for endurance | carbs per hour running calculator,Endurance-fueling long-tail with gel/banana equivalents; SERP is articles not aggregators. Niche but genuine. No k mapped.
2,WINNABLE,deportes,critical-power-cp,critical power calculator cp and w prime,Compute Critical Power and W' from two all-out efforts,critical power from two efforts | cp w' cycling calculator,"Highly specific endurance-science term; SERP is niche cycling sites, not big aggregators. 'cel critical power' (k) is nonsense brand match. Modest demand."
2,WINNABLE,deportes,crossfit-fran-benchmark-time,crossfit fran benchmark time by level,Rank a CrossFit Fran WOD time from beginner to elite,good fran time crossfit | fran wod time percentiles,"Named-WOD benchmark is a clean niche gap, no aggregator competition. Modest CrossFit demand. No k mapped."
2,WINNABLE,deportes,cycling-calories-calculator,cycling calories burned calculator by speed,"Calories burned cycling by speed, weight, duration",calories burned cycling by weight and speed | spinning calories calculator,Activity-specific calorie burn (cycling) is a winnable long-tail vs the generic head. Real demand. No k mapped.
2,WINNABLE,deportes,hydration-exercise-ml,how much water to drink during exercise calculator,ml/hr of water to drink during exercise by weight/intensity/weather,ml of water per hour exercise by weight | hydration calculator for workouts,"Question-shaped, specific intent; SERP is articles not aggregators. Modest but real. Overlaps sibling athlete-hydration."
2,WINNABLE,deportes,marathon-42k-training-plan-weeks,how many weeks to train for a marathon,Number of training weeks for a marathon by experience level,marathon training plan length by experience | weeks needed to prepare for a marathon,The 'how many weeks' calculator angle is a gap distinct from the content-heavy plan head. 'running techniques for marathon training' (k) is high-vol but a different informational intent — mismatch.
2,WINNABLE,deportes,marathon-pace-goal-time-split-kilometer,marathon pace calculator by goal time,Required marathon pace per km/mile for a target finish time,marathon pace per km for goal time | marathon splits by finish time,Goal-time pace angle is winnable; the generic 'pace calculator' is head but 'marathon pace chart by goal time' is specific enough. Note: near-duplicate of pace-objetivo-maraton-tiempo (dedupe risk).
2,WINNABLE,deportes,mlss-max-lactate-steady-state,mlss lactate threshold calculator,Estimate MLSS / lactate-threshold pace for running and cycling,max lactate steady state pace calculator | lactate threshold pace running cycling,"Very specific endurance-science term, niche SERP, no aggregator competition. Low but qualified demand. No k mapped."
2,WINNABLE,deportes,muscle-recovery-hours,how long to rest between workouts calculator,Hours needed for muscle recovery between sessions by group/intensity,muscle recovery time by muscle group | hours to recover between training sessions,Question-shaped calculator gap; 'nutrition for muscle recovery' (k) is a different informational intent — mismatch. Modest demand.
2,WINNABLE,deportes,optimal-protein-per-meal,how much protein per meal for muscle growth,Optimal protein grams per meal to maximize MPS,optimal protein dose per meal calculator | protein per meal by body weight,Specific 'per meal' angle distinct from generic protein-intake head; SERP is articles. Real fitness demand. No k mapped.
2,WINNABLE,deportes,post-marathon-rest-days-calculator,how many rest days after a marathon,Rest days after a marathon (distance km / 2 rule),post marathon recovery days calculator | rest days after race distance rule,"Question-shaped, specific, no aggregator competition. Modest post-race demand. No k mapped."
2,WINNABLE,deportes,rest-between-sets-intensity,rest time between sets calculator,Optimal rest between sets by %1RM and goal,how long to rest between sets by intensity | rest periods by percent 1rm,Specific training-parameter gap; SERP is articles not aggregators. Real gym demand. No k mapped.
2,WINNABLE,deportes,running-10-percent-rule,running 10 percent rule calculator,Safe weekly mileage increase using the 10% rule,safe weekly mileage increase calculator | 10 percent rule weekly running progression,"Named-rule specific calculator, no aggregator competition, real runner demand. No k mapped."
2,WINNABLE,deportes,swimming-calories-calculator,calories burned swimming calculator by stroke,"Calories burned swimming by stroke, weight, duration",calories burned swimming by style and weight | swimming calories breaststroke freestyle,Stroke-specific calorie burn is a winnable long-tail vs the generic calories head. Real demand. No k mapped.
2,WINNABLE,deportes,swimming-pace-100m,swimming pace calculator per 100m,Swim pace per 100m and speed from distance/time,swim pace per 100m from distance and time | swimming speed m/s calculator,Specific 'per 100m' framing; SERP is swim-niche sites not general aggregators. Modest steady demand. No k mapped.
2,WINNABLE,deportes,trail-running-elevation-pace-adjustment,trail running elevation pace adjustment calculator,Adjust finish time/pace for trail elevation gain (Naismith),adjusted trail pace for elevation gain | naismith rule trail running time,"Specific trail-endurance gap, no aggregator competition; 'trail running shoes' (k) is a commercial product mismatch. Modest but qualified demand."
2,WINNABLE,deportes,weekly-training-frequency-muscle-group,how often to train each muscle group per week,Saber cuántas veces por semana entrenar cada grupo muscular según nivel,training frequency per muscle group calculator | how many times a week to train each muscle,"Intent específico de hipertrofia; SERP dominada por foros/blogs de fitness medianos, no por agregadores DR80. Calc con tabla por nivel da info-gain."
2,WINNABLE,deportes,weekly-volume-muscle-group,how many sets per muscle group per week,Calcular series semanales óptimas (MEV/MRV) por grupo muscular,MEV MRV calculator muscle group | weekly training volume calculator sets,"Nicho hipertrofia MEV/MRV muy específico (RP/Israetel), demanda real modesta, sin agregadores gigantes. Gap claro."
2,WINNABLE,educacion,10000-hours-mastery-gladwell,10000 hour rule calculator years to master a skill,Cuántos años para llegar a 10.000 horas según horas semanales de práctica,how long to reach 10000 hours of practice | 10000 hours to years by weekly practice,"El k actual '10000 hours to days' es una conversión trivial. La calc responde algo más rico y específico (regla Gladwell). SERP de blogs, ganable."
2,WINNABLE,educacion,bilingue-simultaneo-ninos,how many hours of exposure for a bilingual child,Cuántas horas de exposición necesita un niño para ser bilingüe activo,bilingual child language exposure calculator | hours per day to raise a bilingual kid,"Nicho crianza bilingüe (Pearson/De Houwer), intent específico, SERP de blogs de parenting/academia. Sin gigantes. Buen gap."
2,WINNABLE,educacion,duolingo-time-cefr-level-progress,how many minutes of duolingo per day to reach my goal,Cuántos minutos diarios de Duolingo para alcanzar un nivel CEFR,daily duolingo study time by cefr level | duolingo minutes per day calculator,"Marca Duolingo pero intent operativo específico (minutos/día por meta), no navegacional. SERP de blogs de idiomas. Ganable."
2,WINNABLE,educacion,ebbinghaus-forgetting-curve-spaced-repetition,ebbinghaus forgetting curve calculator,Calcular retención según la curva de olvido de Ebbinghaus,forgetting curve retention calculator | spaced repetition forgetting curve formula,"Término definido con demanda real (619) y SERP de blogs edu/psicología, sin agregadores de calculadoras. La calc aporta cálculo real (info-gain)."
2,WINNABLE,educacion,exam-study-time-pages-difficulty,how many hours to study for an exam by pages,Estimar horas de estudio de un examen según páginas y dificultad,exam study time calculator pages per hour | hours needed to study for a test calculator,k 'rbt exam study guide' es de marca/examen específico (mismatch). El intent genérico-pero-específico (páginas÷velocidad) tiene SERP de blogs de estudio. Ganable.
2,WINNABLE,educacion,idioma-paralelo-2-al-mismo,can you learn two languages at the same time,Si es viable aprender dos idiomas a la vez con tu horario diario,learning two languages at once calculator | is it feasible to study two languages simultaneously,Pregunta long-tail con demanda real en blogs de polyglots; SERP editorial sin agregadores. Un calc de viabilidad da ángulo único (info-gain).
2,WINNABLE,educacion,leer-mes-libros-meta-anual-reto,how many books per month to hit my reading goal,Cuántos libros por mes para cumplir la meta anual de lectura,books per month calculator reading challenge | reading goal books per month calculator,"k 'libros para leer' es intent de listado (mismatch total). El intent real (reto de lectura Goodreads) es específico, estacional y sin agregadores. Ganable."
2,WINNABLE,educacion,minimum-grade-pass-final-exam-average,what grade do i need on my final to pass,Qué nota necesito en el final para aprobar,final exam grade needed calculator | what do i need to pass calculator,Intent muy buscado por estudiantes; SERP tiene rogerhub (fuerte) pero es beatable con tabla y ángulo por número de exámenes restantes. Demanda alta latente.
2,WINNABLE,educacion,reading-speed-wpm-book-time,how long will it take to read a book by wpm,Cuánto tardaré en leer un libro según mi WPM y el conteo de palabras,book reading time calculator words per minute | reading time calculator by word count,"Intent específico (tiempo de lectura de un libro); SERP con readinglength y blogs, beatable con tabla. Mejor foco que el hermano 'reading speed test'. Ganable."
2,WINNABLE,educacion,study-abroad-costs-budget,study abroad budget calculator total cost,"Estimar el costo total de estudiar en el extranjero (matrícula, alojamiento, etc.)",how much does studying abroad cost calculator | study abroad cost estimator tuition housing,"k 'ciee study abroad' es navegacional de marca (mismatch). El intent de presupuesto es específico y con SERP de blogs/universidades, no agregadores. Buena oportunidad."
2,WINNABLE,educacion,thesis-writing-time-word-count,how long does it take to write a thesis calculator,Cuánto tiempo lleva escribir una tesis según cantidad de palabras y ritmo,thesis writing timeline by word count | weeks to write a thesis calculator,"k 'writing a thesis statement' es mismatch (thesis statement ≠ tesis larga). El intent real (timeline de tesis) es específico, académico y sin agregadores. Ganable."
2,WINNABLE,educacion,vocabulary-active-words-language-level,active vs passive vocabulary ratio calculator,Calcular la proporción de vocabulario activo vs pasivo y compararla con CEFR,active passive vocabulary ratio by cefr | how much of my vocabulary is active calculator,"k 'vocabulary words' es head genérico (mismatch). El intent real (ratio activo/pasivo) es específico de lingüística, SERP editorial sin agregadores. Ángulo único."
2,WINNABLE,educacion,vocabulary-level-calculator,how many words do you need to know for each cefr level,Traducir cantidad de palabras conocidas a nivel CEFR (A1–C2),vocabulary size to cefr level calculator | words known to cefr level a1 c2,"Intent específico de idiomas con tabla de vocab por nivel; SERP de blogs de idiomas, sin agregadores. Buen gap, demanda real modesta."
2,WINNABLE,electronica,amplifier-watts-per-channel,watts per channel speaker impedance calculator,Calcular watts por canal según impedancia y cableado serie/paralelo de parlantes,speaker impedance series parallel watts calculator | amp watts per speaker by impedance calculator,"SERP verificada: sitios hobby medianos (geoffthegreygeek, soundcertified, boomspeaker), sin agregadores DR80. Intent técnico específico. k '4 channel amplifier' es de producto (mismatch). Ganable."
2,WINNABLE,electronica,annual-refrigerator-energy-consumption-kwh,refrigerator annual energy consumption kwh calculator,Calcular el consumo anual en kWh y el costo eléctrico de una heladera,how many kwh does a fridge use per year | refrigerator electricity cost per year calculator,"Intent específico de electrodoméstico (wattage + duty cycle + tarifa); SERP de blogs de energía/utilities, no agregadores de calculadoras. Buen gap."
2,WINNABLE,electronica,battery-capacity-runtime-ah,battery runtime calculator ah to hours,"Calcular cuántas horas dura una batería según Ah, voltaje, carga y DoD",how long will my battery last ah calculator | battery capacity to hours by load calculator,"k 'battery capacity check' es de diagnóstico de dispositivo (mismatch). El intent real (Ah→horas con DoD) es técnico específico; SERP de sitios solar/RV medianos, sin gigantes. Ganable."
2,WINNABLE,electronica,cable-awg-amperage-section,awg wire size for amps calculator,Pick the right AWG wire gauge for a given amperage load,what gauge wire for 20 amps | awg to mm2 amperage chart,Specific electrician/DIY intent; SERP has cerrowire/wire charts but the interactive 'by amperage' calculator angle has gaps and no DR80 aggregator owns it decisively
2,WINNABLE,electronica,inductive-capacitive-reactance,inductive and capacitive reactance calculator xl xc,Compute XL and XC reactance for a given frequency/L/C,calculate xl and xc reactance | reactance calculator by frequency,"Niche EE intent; competitors are small calculator/tutorial sites, no DR80 lock. Combined XL+XC angle is specific"
2,WINNABLE,electronica,power-factor-correction,power factor correction capacitor sizing calculator kvar,Size a kVAR capacitor bank to correct power factor,kvar capacitor bank calculator | how much kvar to correct power factor,'power factor formula' is a mismatch (formula lookup vs sizing tool); the capacitor/kVAR sizing intent is specific industrial demand with weak SERP
2,WINNABLE,electronica,stepper-pasos-grado,stepper motor steps per revolution calculator microstepping,Compute steps/rev and steps/degree with microstepping,steps per degree stepper calculator | 1.8 degree stepper steps per rev,"CNC/3D-printer maker niche; SERP is forums + a few small calculators, no aggregator dominance"
2,WINNABLE,electronica,usb-transfer-time-calculator,usb file transfer time calculator,Estimate how long a USB file transfer will take by size/version,how long to copy files usb 3.0 | gb transfer time estimate usb,"'usb file transfer' target OK-ish; specific 'transfer time' intent has a real gap, competitors are generic data-transfer calculators only"
2,WINNABLE,entretenimiento,ping-latency-distance,ping latency by server distance calculator,Estimate theoretical ping/latency from physical server distance,theoretical ping from distance km | expected latency by distance to server,"Gamer/network niche; SERP is speed-test brands + forums, not a calculator aggregator. Specific 'by distance' framing is ownable"
2,WINNABLE,entretenimiento,probability-drop-loot,loot drop probability calculator kills for rare drop,Compute cumulative probability of a rare loot drop over N attempts,how many kills for 90% drop chance | rare drop rate probability calculator,"Specific gaming (RNG/gacha) intent; competitors are forums and a couple niche tools, no DR80 lock. Good long-tail"
2,WINNABLE,familia,baby-diaper-calculator,how many diapers per day by age calculator,Estimate diapers per day/month for a baby by age,diapers per month newborn calculator | how many diapers does a baby need chart,"'baby diaper bag' target is a product mismatch; the by-age quantity intent is specific and mostly served by blog charts, not a strong calculator aggregator"
2,WINNABLE,familia,caregiver-child-ratio-by-age,caregiver to child ratio by age calculator,Recommended adult-to-child supervision ratio by age/group size,adult to child supervision ratio chart | daycare staff ratio by age calculator,"Specific daycare/childcare intent; SERP is state regs PDFs + NAEYC, no interactive calculator. Clear gap"
2,WINNABLE,familia,child-allowance-by-age,how much allowance by age calculator,Recommend weekly allowance amount by child's age,kids allowance by age chart | weekly allowance dollar per year of age,"Specific parenting-money intent; SERP is blog posts (greenlight/rooster money), no dominant calculator. Wide open"
2,WINNABLE,finanzas,airdrop-historical-value-tokens-qualifying,crypto airdrop earnings per hour calculator,Compute true hourly return from time spent farming crypto airdrops,airdrop farming hourly return calculator | was airdrop farming worth it per hour,"Confirmed gap: no dedicated airdrop-per-hour calculator exists (only staking/profit tools). Novel angle, real crypto-degen demand, wide-open SERP"
2,WINNABLE,finanzas,auto-debt-free-certificate-cost,cost to get car title after paying off loan,Cuanto cuesta obtener el titulo limpio/lien release del auto tras pagar el prestamo (US),auto lien release fee by state | how much does a clean car title cost after payoff,"Intent US especifico y transaccional. SERP = DMV pages + blogs de estado, no agregadores de calculadoras. 'lien release cost by state' es long-tail ganable con tabla de costos. currentTarget vacio."
2,WINNABLE,finanzas,bogleheads-3-fund-portfolio-calculator,bogleheads 3 fund portfolio allocation calculator,Calcular asignacion de la cartera 3-fondos Bogleheads (VTI+VXUS+BND),vti vxus bnd portfolio allocation calculator | three fund portfolio percentage calculator,"Nicho especifico con comunidad definida (Bogleheads). SERP = bogleheads.org wiki, foros y blogs FIRE, NO agregadores de calculadoras. Intent multi-palabra con marca de metodo. Ganable. currentTarget vacio."
2,WINNABLE,finanzas,bridge-fee-cripto-crosschain-costo,cross chain bridge fee calculator,Calcular el costo/fee de mover cripto entre blockchains (bridge),cost to bridge crypto between blockchains | ethereum to arbitrum bridge fee estimator,"Nicho cripto especifico y transaccional. SERP = docs de bridges (Hop, Across, Stargate) y agregadores cripto, no calculator.net. Intent multi-palabra ganable. currentTarget vacio."
2,WINNABLE,finanzas,debt-avalanche-payoff-calculator,debt avalanche calculator with payoff order,Ordenar deudas por metodo avalancha y ver interes ahorrado vs snowball,avalanche vs snowball interest saved calculator | debt avalanche method payoff schedule,Metodo especifico (avalanche) con intent definido. SERP = nerdwallet/undebt.it/blogs FIRE — hay DR altos pero el nicho 'avalanche vs snowball' tolera una herramienta comparativa nueva. currentTarget 'debt payoff calculat
2,WINNABLE,finanzas,debt-snowball-payoff-calculator,debt snowball calculator with payoff date,Calcular fecha de libertad de deuda con metodo bola de nieve,debt snowball method payoff timeline calculator | when will i be debt free snowball calculator,Metodo especifico (snowball) — SERP tiene ramsey/undebt.it pero el long-tail 'payoff date/timeline' deja lugar. Ganable con tabla de cronograma. currentTarget 'debt payoff calculator' = head generico; angosta a 'snowball
2,WINNABLE,finanzas,ethereum-gas-fee-estimator,ethereum gas fee calculator in usd and eth,Convert gas price in gwei to a USD/ETH transaction cost,eth gas cost calculator gwei to usd | ethereum transaction fee estimator with l2 savings,"Specific crypto conversion, real modest demand, SERP is niche crypto tools not DR80 aggregators. Etherscan owns live gas but the 'calculator gwei->usd' intent has room."
2,WINNABLE,finanzas,freelance-rate-usd-per-hour-by-experience,how much should i charge freelance per hour by experience,Suggest a USD freelance hourly rate from experience/specialty,freelance hourly rate calculator usd | freelance rate by years of experience and specialty,"'How much should I charge as a freelancer' is a specific question served mostly by blogs/agencies, not calculator aggregators. Genuine gap for a rate-table calculator. Good opportunity."
2,WINNABLE,finanzas,funding-rate-perpetual-bitcoin-cost,perpetual futures funding rate cost calculator,Compute funding paid/received per perp position,how much do i pay in funding perpetual futures | funding fee calculator per position size,"Confirmed via search: SERP is niche crypto tools (gainium, perpdashboard, cryptocalk), no DR80 aggregators. Specific multi-word intent. Solid winnable."
2,WINNABLE,finanzas,interest-rate-spread-arbitrage-fixed-deposit,compare hysa cd t-bill money market rates side by side,Compare cash-equivalent yields and quantify opportunity cost,how much am i losing in a low interest savings account | cash yield comparison calculator hysa vs cd,"The comparison/opportunity-cost framing ('how much you're losing at 0.01%') is a specific angle, not the generic 'interest calculator' head term. k='interest rate calculator' is a total mismatch to what the page does. Wi"
2,WINNABLE,finanzas,leverage-trading-liquidation-price,liquidation price calculator for leveraged long or short,Find liquidation price for a leveraged position,crypto liquidation price calculator by leverage | futures liquidation price calculator long short,"Specific crypto-trading tool; SERP is exchange help pages and niche calc sites, not DR80 aggregators. k='what is leverage in trading' is informational mismatch. Winnable."
2,WINNABLE,finanzas,meeting-cost-calculator,how much does a meeting cost calculator,Compute the payroll cost of a meeting by attendees/duration/salary,meeting cost calculator by attendees and salary | cost of a meeting estimator,"Fun/viral niche; SERP has a few indie tools (harvard biz calc, meetingcost apps) but no DR80 aggregator lock. Specific and shareable. Good opportunity."
2,WINNABLE,finanzas,moving-truck-cost-calculator,moving truck rental cost calculator by distance,Estimate moving truck cost by distance/volume/packing,how much does a moving truck cost calculator | truck rental cost estimator with mileage and volume,"'Moving truck rental' SERP is dominated by uhaul/budget/penske brand pages, but an independent COST CALCULATOR by distance is an info-gain gap those brand pages don't fill well. Winnable with the calculator angle. Solid "
2,WINNABLE,finanzas,pnl-futures-long-short-perpetual,perpetual futures pnl calculator long short with leverage,Compute P&L/ROE on a perp futures position,crypto futures profit and loss calculator | futures roe calculator entry exit leverage,"Niche crypto trading tool; SERP is exchange calculators and small tool sites, no DR80 aggregators. Specific multi-input intent. Winnable."
2,WINNABLE,finanzas,position-size-stocks-percentage,stock position size calculator shares to buy by risk,"Compute number of shares from capital, risk %, entry, stop-loss",how many shares to buy based on risk calculator | position sizing calculator entry stop loss,"Trader tool; SERP is trading-education sites and small calculators, not DR80 aggregators. Specific risk-based intent. Winnable."
2,WINNABLE,finanzas,rental-contract-usd-pesification,convert usd rental contract to pesos argentina,Convertir contrato de alquiler en USD a pesos con clausulas de pesificacion (AR),pesify dollar rent contract argentina | usd rent to peso conversion clause,"Nicho AR-especifico, cero competencia de agregadores US; intent muy especifico; k='rental contract template' es mismatch total"
2,WINNABLE,finanzas,rental-deposit-months-return,how many months rental deposit argentina dnu 70/2023,Cuántos meses de depósito corresponden en alquiler AR bajo DNU 70/2023,security deposit rental argentina new law | rental deposit return argentina calculator,"AR-legal-especifico, sin agregadores US; demanda local real; ES tambien lo respalda"
2,WINNABLE,finanzas,risk-reward-ratio-trade,risk reward ratio calculator entry stop loss take profit,"Calcular R:R de un trade con entry, stop-loss y take-profit",is this trade worth it risk reward calculator | r:r ratio calculator forex,Trading de nicho; el long-tail con entry/stop/tp esquiva a babypips/investopedia; intent especifico accionable
2,WINNABLE,finanzas,safe-deposit-box-bank-cost-comparison,safe deposit box cost by size comparison,Comparar costo anual de caja de seguridad bancaria por tamaño/banco,annual safe deposit box fees by bank | bank safe deposit box price per year,'safe deposit box' es informacional; el angulo cost-comparison-by-size tiene poco calc dedicado; SERP mezcla banks pero sin calc DR80
2,WINNABLE,finanzas,sharpe-ratio-backtest-calculator,sharpe ratio calculator for trading strategy,Calcular Sharpe ratio de una estrategia de trading,calculate sharpe ratio annual return volatility | trading strategy sharpe ratio calculator,Nicho trading; angulo strategy/backtest esquiva definiciones genéricas de investopedia; demanda modesta real
2,WINNABLE,finanzas,stock-options-vesting-tech-startup,startup stock options 4 year vesting schedule calculator,Cuánto equity de startup vestea en 4 años con cliff,equity vesting cliff calculator startup | how much equity vests calculator,Nicho tech-equity especifico; poca competencia de calc dedicado; k='what are stock options' es definicional mismatch
2,WINNABLE,finanzas,transfer-car-registration-province,cost to transfer car registration between provinces argentina,Costo de transferir patente/registro de auto entre provincias (AR),change car registration another province argentina cost | dnrpa transfer fee calculator argentina,"AR-especifico (DNRPA, sellos), sin competencia US; k='car title transfer' es head US mismatch"
2,WINNABLE,finanzas,used-car-transfer-cost,cost to transfer used car title and registration,Costo de transferir un auto usado (registro + impuestos + sellos),used car transfer fees taxes calculator | car ownership transfer cost calculator,k='kelley blue book value' es marca/head inganable y mismatch total; el intent real (costo de transferencia) tiene gap fuera de KBB/valuacion
2,WINNABLE,finanzas,vacation-days-seniority-lct,vacation days by seniority argentina lct calculator,Días de vacaciones pagas según antigüedad bajo LCT (AR),paid vacation days by tenure argentina | how many vacation days argentina labor law,"AR-legal-especifico, sin competencia US; encaja con entidad del dominio"
2,WINNABLE,finanzas,weighted-average-cost-crypto,crypto weighted average cost calculator multiple buys,Costo promedio ponderado y break-even de varias compras de cripto,average cost basis crypto calculator | break even price crypto multiple purchases,k='weighted average formula' es concepto matematico head mismatch; el intent cripto (cost basis/break-even) tiene gap real
2,WINNABLE,idiomas,language-app-effectiveness-comparison,best language learning app by level and goal,Qué app de idiomas es mejor según nivel y objetivo (Duolingo/iTalki/Anki),duolingo vs italki vs anki comparison | which language app for my level,Comparativa por nivel/goal especifica; blogs compiten pero herramienta que filtra por nivel es diferenciada; gap real
2,WINNABLE,idiomas,language-learning-monthly-cost-options,how much does it cost to learn a language per month,Costo mensual de aprender un idioma por método (app/tutor/escuela),cost to learn a language by method | language learning monthly cost apps vs tutoring,Angulo de costo por método sin calc dedicado; SERP informacional débil; k='online language learning platforms' es mismatch de intent
2,WINNABLE,idiomas,language-lessons-per-week,how many language lessons per week do you need,Cuántas clases 1-a-1 por semana necesitás según tu objetivo,1-on-1 lessons per week to improve language | weekly language lessons for your goal,Nicho con competencia débil (autolingual/miniwebtool); angulo lessons-per-week diferenciado del generico hours-to-fluency; k='little language lessons' es marca mismatch
2,WINNABLE,jardineria,agua-riego-plantas-dia,how much water do plants need per day calculator,Cuántos litros de agua necesitan las plantas por día,daily water requirement for plants by species | liters of water per plant per day,Nicho jardineria (categoria con gaps ganables); SERP informacional sin calc dominante; demanda estacional real
2,WINNABLE,jardineria,compost-maturation-time,how long does compost take to be ready calculator,Cuántos meses tarda el compost en madurar según volteo/clima,compost maturation time by turning frequency | months for compost to mature calculator,Nicho jardineria/compost; SERP con blogs de jardineria sin calc; el angulo con inputs (volteo/clima) es diferenciado y ganable
2,WINNABLE,jardineria,fertilizante-npk-dosis,npk fertilizer calculator grams per m2,Cuánto fertilizante NPK aplicar por área de jardín en gramos,how much npk fertilizer per square meter | npk fertilizer dosage per plant,"Intent muy específico (gramos por m² por tipo NPK). SERP dominada por blogs de jardinería y foros, no por calculator.net. Los big-calc no cubren dosis NPK por área."
2,WINNABLE,jardineria,hydroponic-nutrients-ec-ppm,ec to ppm hydroponics conversion calculator,Convertir EC (mS/cm) a PPM según escala Hanna/Eutech para hidroponia,convert ec to ppm 500 640 700 | hydroponic nutrient ppm calculator by scale,"Conversión de nicho técnico con multiplicadores por escala. SERP = foros de cultivo y tiendas hidropónicas, no calculator.net. Gap claro."
2,WINNABLE,jardineria,plant-spacing-vegetable-garden,vegetable garden plant spacing calculator by crop,A qué distancia plantar cada verdura en la huerta,how far apart to plant tomatoes carrots lettuce | plant spacing chart square foot gardening,'plant spacing calculator' genérico es algo competido pero la versión por-cultivo-verdura con tabla es específica. Nicho jardín con demanda real (812) y gap. Ganable.
2,WINNABLE,jardineria,planting-calendar-southern-hemisphere,what to plant this month southern hemisphere,Qué sembrar cada mes en el hemisferio sur,southern hemisphere planting calendar argentina chile australia | monthly vegetable sowing guide southern hemisphere,Mucho menos contenido US-céntrico compite por 'southern hemisphere' — ventaja para dominio con audiencia AR/AU/NZ. Gap más grande que la versión norte.
2,WINNABLE,jardineria,seed-germination-days-temperature,seed germination days by soil temperature calculator,Cuántos días tarda una semilla en germinar según temperatura del suelo,how many days to germinate seeds by temperature | germination time chart by soil temp,"Intent técnico-específico con tabla por especie/temp. SERP = extensiones y blogs. Gap real. El k 'seed germination process' es informacional genérico, mismatch parcial."
2,WINNABLE,mascotas,comida-gato-gramos-peso-ideal-racion,how many grams to feed a cat per day calculator,Cuántos gramos de comida darle al gato por día según peso,cat food portion by weight and life stage | daily cat food grams calculator RER MER,"Intent específico con base RER/MER veterinaria. SERP = blogs de mascotas y marcas, sin agregador de calc. Gap claro. Nicho mascotas ganable."
2,WINNABLE,mascotas,dog-calories-by-breed-age,how many calories does my dog need per day calculator,Cuántas calorías/kcal por día necesita mi perro,dog daily calorie calculator by weight and activity | kcal per day dog by breed and age,"Intent específico veterinario. SERP = vet blogs y marcas de comida, no calculator.net. Gap claro. El k 'costco hot dog calories' es nonsense absoluto (matcheó 'dog'), mismatch total."
2,WINNABLE,mascotas,dog-vaccination-schedule-puppy-adult,dog vaccination schedule calculator puppy and adult,Qué vacunas necesita el perro ahora según edad e historial,which vaccines does my dog need by age | puppy vaccine calendar wsava by age,"Intent específico con base WSAVA. SERP = vet sites y blogs, sin calc-agregador. El k 'puppy dog pals' (dibujo animado) es nonsense total, mismatch. Vol real por corregir target. Ganable."
2,WINNABLE,mascotas,female-dog-cat-spaying-age,best age to spay a dog or cat by breed size,A qué edad castrar/esterilizar una perra o gata según tamaño,when to spay my female dog calculator | ideal neutering age by dog size,"Intent veterinario específico basado en evidencia por tamaño. SERP = vet sites/AKC. El k 'female dog names' es nonsense (matcheó 'female dog'), mismatch total. Gap por el ángulo edad-por-tamaño. Ganable."
2,WINNABLE,mascotas,pet-medication-dosage-by-weight,pet medication dosage calculator by weight mg ml,Calcular dosis de medicación para mascota en mg y ml por peso,dog cat medication dose from weight and concentration | how many ml of medicine for my pet by weight,"Intent técnico específico (peso × concentración → ml). SERP = vet references y foros, sin agregador calc general. Gap claro. Nota YMYL: mantener disclaimer veterinario."
