URL,Slug,Titulo,H1,Categoria,Template,Keyword aparente,Intencion,Canonical,Indexable,En sitemap,Enlaces internos,Familia tematica,Posible duplicado,Accion recomendada,Prioridad
/calculadora-meseros-necesarios-invitados,calculadora-meseros-necesarios-invitados,Calculadora de Meseros Necesarios por Invitados 2026,Calculadora de Meseros Necesarios por Invitados,vida,CalcLayoutV2 ([...slug].astro),mozos por invitado,Planificación evento / presupuesto,(self),Sí,Sí,14,fiestas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-presupuesto-cumple-15-quinceanera,calculadora-presupuesto-cumple-15-quinceanera,Presupuesto Cumple de 15 2026: Costo por Invitado | Hacé Cuentas,Presupuesto de Cumple de 15: ¿Cuánto cuesta por invitado?,vida,CalcLayoutV2 ([...slug].astro),presupuesto cumple de 15,Planificación evento / presupuesto,(self),Sí,Sí,12,fiestas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-presupuesto-graduacion,calculadora-presupuesto-graduacion,Presupuesto Fiesta de Graduación 2026 | Hacé Cuentas,Presupuesto Fiesta de Graduación 2026,vida,CalcLayoutV2 ([...slug].astro),presupuesto fiesta de graduación,Planificación evento / presupuesto,(self),Sí,Sí,12,fiestas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-costo-boda-argentina,calculadora-costo-boda-argentina,Calculadora de Costo de Boda en Argentina 2026,Calculadora de Costo de Boda en Argentina,vida,CalcLayoutV2 ([...slug].astro),costo boda argentina 2026,Planificación evento / presupuesto,(self),Sí,Sí,12,fiestas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-costo-fiesta-cumpleanos-infantil-invitados,calculadora-costo-fiesta-cumpleanos-infantil-invitados,Calculadora Fiesta infantil presupuesto 2026 | Hacé Cuentas,Fiesta infantil presupuesto,familia,CalcLayoutV2 ([...slug].astro),fiesta infantil presupuesto,Planificación evento / presupuesto,(self),Sí,Sí,12,fiestas,presupuesto-cumple,"Cluster ""presupuesto-cumple"" — enlazar a la maestra, evaluar canonical",Alta
/calculadora-cumpleanos-invitados-gastar-torta-regalos,calculadora-cumpleanos-invitados-gastar-torta-regalos,Cuánto gastar en un cumpleaños: calculadora + tabla 2026 | Hacé Cuentas,Cuánto gastar en un cumpleaños,vida,CalcLayoutV2 ([...slug].astro),cuanto gastar en un cumpleaños,Planificación evento / presupuesto,(self),Sí,Sí,12,fiestas,presupuesto-cumple,"Cluster ""presupuesto-cumple"" — enlazar a la maestra, evaluar canonical",Alta
/calculadora-presupuesto-cumpleanos,calculadora-presupuesto-cumpleanos,Calculadora de Presupuesto de Cumpleaños 2026 | Hacé Cuentas,Calculadora de Presupuesto de Cumpleaños,entretenimiento,CalcLayoutV2 ([...slug].astro),presupuesto cumpleaños,Planificación evento / presupuesto,(self),Sí,Sí,12,fiestas,presupuesto-cumple,CANDIDATA A HERRAMIENTA MAESTRA — ampliar,Alta
/calculadora-vino-por-invitado-horas-evento,calculadora-vino-por-invitado-horas-evento,Calculadora Vino por Invitado Evento 2026 | Hacé Cuentas,Cantidad de vino por invitado según horas de evento,cocina,CalcLayoutV2 ([...slug].astro),vino por invitado,Planificación evento / presupuesto,(self),Sí,Sí,11,fiestas,vino-evento,"Cluster ""vino-evento"" — enlazar a la maestra, evaluar canonical",Alta
/calculadora-agua-por-invitado-fiesta,calculadora-agua-por-invitado-fiesta,Calculadora Agua por Invitado en Fiesta 2026 — Gratis,Calculadora de Agua por Invitado en Fiesta,vida,CalcLayoutV2 ([...slug].astro),agua por invitado fiesta,Planificación evento / presupuesto,(self),Sí,Sí,10,fiestas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-torta-personas-kg-porciones,calculadora-torta-personas-kg-porciones,Torta por Personas: Cuántos Kg y Porciones Necesitás 2026 | Hacé Cuentas,Torta por Personas: Cuántos Kg y Porciones Necesitás,vida,CalcLayoutV2 ([...slug].astro),torta por persona,Planificación evento / presupuesto,(self),Sí,Sí,10,fiestas,torta,"Cluster ""torta"" — enlazar a la maestra, evaluar canonical",Alta
/calculadora-pizza-por-invitado-porciones,calculadora-pizza-por-invitado-porciones,Cuántas Pizzas por Invitado — Porciones por Tamaño,Calculadora de Pizza por Invitado - Porciones,vida,CalcLayoutV2 ([...slug].astro),pizza por persona,Planificación evento / presupuesto,(self),Sí,Sí,9,fiestas,pizza-cantidad,"Cluster ""pizza-cantidad"" — enlazar a la maestra, evaluar canonical",Alta
/calculadora-vajilla-alquiler-invitados,calculadora-vajilla-alquiler-invitados,Calculadora de Vajilla para Alquiler por Invitados 2026,Calculadora de Vajilla para Alquiler por Invitados,vida,CalcLayoutV2 ([...slug].astro),vajilla casamiento,Planificación evento / presupuesto,(self),Sí,Sí,9,fiestas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-vino-por-invitado-cena,calculadora-vino-por-invitado-cena,Calculadora de Vino por Invitado para Cena 2026,Calculadora de Vino por Invitado para Cena,vida,CalcLayoutV2 ([...slug].astro),vino por invitado,Planificación evento / presupuesto,(self),Sí,Sí,9,fiestas,vino-evento,"Cluster ""vino-evento"" — enlazar a la maestra, evaluar canonical",Alta
/calculadora-canape-por-invitado-coctel,calculadora-canape-por-invitado-coctel,Canapés por persona para cóctel: cuántos calcular 2026 | Hacé Cuentas,Canapés por persona para cóctel: cuántos calcular,vida,CalcLayoutV2 ([...slug].astro),canape por invitado,Planificación evento / presupuesto,(self),Sí,Sí,8,fiestas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-fernet-cola-por-invitado-juntada,calculadora-fernet-cola-por-invitado-juntada,Cuánto fernet comprar por persona: calculadora + tabla | Hacé Cuentas,Calculadora de fernet y Coca por invitado,vida,CalcLayoutV2 ([...slug].astro),cuánto fernet comprar por persona,Planificación evento / presupuesto,(self),Sí,Sí,8,fiestas,fernet,"Cluster ""fernet"" — enlazar a la maestra, evaluar canonical",Alta
/calculadora-gaseosa-por-invitado-cumple-infantil,calculadora-gaseosa-por-invitado-cumple-infantil,Calculadora de Gaseosa por Invitado en Cumple Infantil,Calculadora de Gaseosa por Invitado en Cumple Infantil,vida,CalcLayoutV2 ([...slug].astro),gaseosa por invitado,Planificación evento / presupuesto,(self),Sí,Sí,8,fiestas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-bebidas-evento-litros-por-persona,calculadora-bebidas-evento-litros-por-persona,"Calcular Bebida para Evento 2026: Litros por Persona (30, 50, 100)",Calculadora de bebidas para evento o fiesta,cocina,CalcLayoutV2 ([...slug].astro),bebidas por persona evento,Planificación evento / presupuesto,(self),Sí,Sí,7,fiestas,bebidas-evento,"Cluster ""bebidas-evento"" — enlazar a la maestra, evaluar canonical",Alta
/calculadora-fiambre-queso-por-invitado-picada,calculadora-fiambre-queso-por-invitado-picada,Fiambre y Queso por Invitado en Picada 2026 — Online,Calculadora de Fiambre y Queso por Invitado en Picada,vida,CalcLayoutV2 ([...slug].astro),picada por persona,Planificación evento / presupuesto,(self),Sí,Sí,7,fiestas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-whisky-por-invitado-evento,calculadora-whisky-por-invitado-evento,Cuántas Personas Rinde una Botella de Whisky — Evento,Calculadora de Whisky por Invitado para Evento,vida,CalcLayoutV2 ([...slug].astro),whisky por invitado,Planificación evento / presupuesto,(self),Sí,Sí,7,fiestas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-bocadillos-por-invitado-evento-coffee-break,calculadora-bocadillos-por-invitado-evento-coffee-break,Bocadillos por persona en coffee break: calculadora + tabla | Hacé Cuentas,¿Cuántos bocadillos por persona necesito para el coffee break?,cocina,CalcLayoutV2 ([...slug].astro),bocadillos por persona coffee break,Planificación evento / presupuesto,(self),Sí,Sí,6,fiestas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-helado-litros-por-evento-invitados-tipos,calculadora-helado-litros-por-evento-invitados-tipos,Calculadora de Helado para Eventos 2026 | Hacé Cuentas,¿Cuánto helado necesitás para tu evento?,cocina,CalcLayoutV2 ([...slug].astro),helado litros evento invitados,Planificación evento / presupuesto,(self),Sí,Sí,6,fiestas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-pisco-sour-receta,calculadora-pisco-sour-receta,Calculadora Pisco Sour Invitados 2026 — Gratis,Calculadora de Pisco Sour para invitados,cocina,CalcLayoutV2 ([...slug].astro),Pisco Sour receta,Planificación evento / presupuesto,(self),Sí,Sí,6,fiestas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-sushi-piezas-por-persona-evento-cumpleanos,calculadora-sushi-piezas-por-persona-evento-cumpleanos,Sushi por persona: ¿cuántas piezas pedir? + tabla | Hacé Cuentas,¿Cuántas piezas de sushi por persona? Calculadora para eventos,cocina,CalcLayoutV2 ([...slug].astro),cuantas piezas de sushi por persona,Planificación evento / presupuesto,(self),Sí,Sí,6,fiestas,sushi-porcion,"Cluster ""sushi-porcion"" — enlazar a la maestra, evaluar canonical",Alta
/calculadora-mundial-2026-descanso-entre-partidos,calculadora-mundial-2026-descanso-entre-partidos,Descanso entre Partidos — Mundial 2026: ¿Cumple las 48hs FIFA? | Hacé Cuentas,Calculadora de descanso entre partidos — Mundial 2026,deportes,CalcLayoutV2 ([...slug].astro),descanso entre partidos mundial 2026,Planificación evento / presupuesto,(self),Sí,Sí,5,fiestas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-levadura-fermentacion-pizza-pan,calculadora-levadura-fermentacion-pizza-pan,¿Cuánta levadura por kilo de harina? Calculadora + tabla | Hacé Cuentas,"Calculadora de levadura y tiempo de fermentación (pizza, pan y masa madre)",cocina,CalcLayoutV2 ([...slug].astro),cuanta levadura por kilo de harina,Planificación evento / presupuesto,(self),Sí,Sí,4,fiestas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-invitaciones-cumple-numero,calculadora-invitaciones-cumple-numero,Calculadora de Invitaciones 2026 — Cuántas Imprimir,Calculadora de Invitaciones por Cantidad de Invitados,vida,CalcLayoutV2 ([...slug].astro),invitaciones casamiento,Planificación evento / presupuesto,(self),Sí,Sí,3,fiestas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-aperol-spritz-proporciones,calculadora-aperol-spritz-proporciones,Calculadora Aperol Spritz Invitados 2026 | Hacé Cuentas,Calculadora de Aperol Spritz para invitados,cocina,CalcLayoutV2 ([...slug].astro),Aperol Spritz receta,Planificación evento / presupuesto,(self),Sí,Sí,2,fiestas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-cotillon-cumple-personas,calculadora-cotillon-cumple-personas,Cotillón por persona: cuánto comprar + tabla | Hacé Cuentas,¿Cuánto cotillón por persona? Calculadora + tabla por evento,vida,CalcLayoutV2 ([...slug].astro),cuanto cotillon por persona,Planificación evento / presupuesto,(self),Sí,Sí,2,fiestas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-gin-tonic-proporciones,calculadora-gin-tonic-proporciones,Calculadora Gin Tonic Invitados 2026 — Gratis Online,Calculadora de Gin Tonic para invitados,cocina,CalcLayoutV2 ([...slug].astro),Gin Tonic receta,Planificación evento / presupuesto,(self),Sí,Sí,2,fiestas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-mojito-cubano-ingredientes,calculadora-mojito-cubano-ingredientes,Calculadora Mojito Cubano Invitados 2026 | Hacé Cuentas,Calculadora de Mojito Cubano para invitados,cocina,CalcLayoutV2 ([...slug].astro),Mojito receta,Planificación evento / presupuesto,(self),Sí,Sí,2,fiestas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-rendimiento-masa-empanadas-cantidad,calculadora-rendimiento-masa-empanadas-cantidad,Cuántas Empanadas Salen por Kilo de Masa 2026: Calculadora,Calculadora de rendimiento de masa para empanadas,cocina,CalcLayoutV2 ([...slug].astro),masa empanadas cantidad,Planificación evento / presupuesto,(self),Sí,Sí,2,fiestas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-fernet-cola-proporciones,calculadora-fernet-cola-proporciones,Calculadora Fernet con Cola Invitados 2026 | Hacé Cuentas,Calculadora de Fernet con Cola para invitados,cocina,CalcLayoutV2 ([...slug].astro),Fernet con Cola receta,Planificación evento / presupuesto,(self),Sí,Sí,1,fiestas,fernet,"Cluster ""fernet"" — enlazar a la maestra, evaluar canonical",Alta
/calculadora-regalo-boda-apropiado-invitado,calculadora-regalo-boda-apropiado-invitado,Calculadora de Regalo de Boda Apropiado por Invitado,Calculadora de Regalo de Boda Apropiado por Invitado,vida,CalcLayoutV2 ([...slug].astro),regalo casamiento,Planificación evento / presupuesto,(self),Sí,Sí,1,fiestas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-regalos-invitado-souvenir,calculadora-regalos-invitado-souvenir,Souvenirs por Invitado: Cuántos Comprar y Cuánto Gastar | Hacé Cuentas,Souvenirs por Invitado: Cuántos Comprar y Cuánto Gastar,vida,CalcLayoutV2 ([...slug].astro),souvenirs casamiento,Planificación evento / presupuesto,(self),Sí,Sí,1,fiestas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-sillas-mesas-invitados,calculadora-sillas-mesas-invitados,¿Cuántas mesas y sillas para invitados? Calculadora + tabla | Hacé Cuentas,Calculadora de Mesas y Sillas por Invitados,vida,CalcLayoutV2 ([...slug].astro),cuántas mesas para mis invitados,Planificación evento / presupuesto,(self),Sí,Sí,1,fiestas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-masa-pizza-ingredientes-porciones,calculadora-masa-pizza-ingredientes-porciones,Calculadora de masa de pizza 2026 — Gratis | Hacé Cuentas,Calculadora de masa de pizza,cocina,CalcLayoutV2 ([...slug].astro),calculadora masa pizza,Planificación evento / presupuesto,(self),Sí,Sí,1,fiestas,pizza-masa,"Cluster ""pizza-masa"" — enlazar a la maestra, evaluar canonical",Alta
/calculadora-sushi-por-invitado-cena,calculadora-sushi-por-invitado-cena,¿Cuánto Sushi Pedir por Persona para una Cena? | Hacé Cuentas,¿Cuánto Sushi Pedir por Persona para una Cena?,vida,CalcLayoutV2 ([...slug].astro),sushi por invitado,Planificación evento / presupuesto,(self),Sí,Sí,0,fiestas,sushi-porcion,"Posible dup cluster ""sushi-porcion"" — evaluar canonical o mejor enlazado",Alta
/calculadora-cantidad-pizzas-por-invitados-pizzeria,calculadora-cantidad-pizzas-por-invitados-pizzeria,Calculadora Pizzas por Invitados 2026 — ¿Cuántas pizzas pedir?,Pizzas por cantidad de invitados,cocina,CalcLayoutV2 ([...slug].astro),calculadora pizzas por invitados,Planificación evento / presupuesto,/calculadora-pizza-por-invitado-porciones,Sí,No,0,fiestas,pizza-cantidad,Ya canonicalizada → calculadora-pizza-por-invitado-porciones (mantener),Baja
/calculadora-fecha-boda-ideal,calculadora-fecha-boda-ideal,Calculadora de Fecha Ideal para Casarse 2026 | Hacé Cuentas,Calculadora de Fecha Ideal para tu Boda 2026,vida,CalcLayoutV2 ([...slug].astro),fecha ideal boda 2026,Planificación evento / presupuesto,(self),Sí,Sí,0,fiestas,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media-alta
/calculadora-masa-pizza-casera-gramos-invitados,calculadora-masa-pizza-casera-gramos-invitados,Masa de pizza casera: cuánta harina y agua por persona + tabla | Hacé Cuentas,Calculadora de masa pizza casera: gramos por invitado,cocina,CalcLayoutV2 ([...slug].astro),masa pizza casera gramos por persona,Planificación evento / presupuesto,/calculadora-masa-pizza-ingredientes-porciones,Sí,No,0,fiestas,pizza-masa,Ya canonicalizada → calculadora-masa-pizza-ingredientes-porciones (mantener),Baja
/calculadora-porciones-torta-cumpleanos-invitados-tamano,calculadora-porciones-torta-cumpleanos-invitados-tamano,Calculadora Porciones de Torta por Tamaño y Molde 2026 | Hacé Cuentas,Calculadora de porciones de torta por tamaño,cocina,CalcLayoutV2 ([...slug].astro),calculadora porciones torta,Planificación evento / presupuesto,/calculadora-torta-personas-kg-porciones,Sí,No,0,fiestas,torta,Ya canonicalizada → calculadora-torta-personas-kg-porciones (mantener),Baja
/calculadora-porciones-torta-tamano-molde,calculadora-porciones-torta-tamano-molde,Calculadora de porciones de torta según molde 2026,Calculadora de porciones de torta según molde,cocina,CalcLayoutV2 ([...slug].astro),calculadora porciones torta,Planificación evento / presupuesto,(self),Sí,Sí,0,fiestas,torta,"Posible dup cluster ""torta"" — evaluar canonical o mejor enlazado",Alta
/calculadora-proximo-cumpleanos,calculadora-proximo-cumpleanos,Calculadora Próximo Cumpleaños 2026 — Gratis | Hacé Cuentas,Calculadora de Cuánto Falta para tu Próximo Cumpleaños,vida,CalcLayoutV2 ([...slug].astro),proximo cumpleaños,Planificación evento / presupuesto,(self),Sí,Sí,0,fiestas,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media-alta
/calculadora-madera-necesaria-mueble,calculadora-madera-necesaria-mueble,Calculadora de madera necesaria para un mueble 2026,Calculadora de madera necesaria para un mueble,construccion,CalcLayoutV2 ([...slug].astro),calculadora madera mueble,Proyecto DIY (materiales/costo),(self),Sí,Sí,14,hogar,—,CANDIDATA A HERRAMIENTA MAESTRA — ampliar,Baja
/calculadora-cesped-semillas-kg-m2,calculadora-cesped-semillas-kg-m2,Calculadora de Semillas de Césped 2026 — Kg por m²,Calculadora de kg de semillas para césped nuevo,jardineria,CalcLayoutV2 ([...slug].astro),semillas césped kg m2,Proyecto DIY (materiales/costo),(self),Sí,Sí,10,hogar,cesped-semilla,"Cluster ""cesped-semilla"" — enlazar a la maestra, evaluar canonical",Alta
/calculadora-distancia-entre-plantas-espaciado,calculadora-distancia-entre-plantas-espaciado,Cuántas Plantas Caben por m² — Distancia de Siembra,Calculadora de distancia entre plantas según especie,jardineria,CalcLayoutV2 ([...slug].astro),distancia entre plantas,Proyecto DIY (materiales/costo),(self),Sí,Sí,10,hogar,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-azulejos-baldosas-metros-cuadrados-cantidad,calculadora-azulejos-baldosas-metros-cuadrados-cantidad,Calculadora Azulejos m² cantidad cajas 2026 | Hacé Cuentas,Azulejos m² cantidad cajas,construccion,CalcLayoutV2 ([...slug].astro),azulejos baldosas metros cuadrados cantidad,Proyecto DIY (materiales/costo),(self),Sí,Sí,9,hogar,pisos-ceramica,"Cluster ""pisos-ceramica"" — enlazar a la maestra, evaluar canonical",Alta
/calculadora-calendario-siembra-hemisferio-norte,calculadora-calendario-siembra-hemisferio-norte,Calculadora Calendario siembra Norte (MX/US/ES) 2026,Calendario siembra Norte (MX/US/ES),jardineria,CalcLayoutV2 ([...slug].astro),calendario siembra norte (mx/us/es),Proyecto DIY (materiales/costo),(self),Sí,Sí,9,hogar,siembra-cal,"Cluster ""siembra-cal"" — enlazar a la maestra, evaluar canonical",Alta
/calculadora-calendario-siembra-hemisferio-sur,calculadora-calendario-siembra-hemisferio-sur,Calculadora Calendario siembra Sur (AR/Chile/Uru) 2026,Calendario siembra Sur (AR/Chile/Uru),jardineria,CalcLayoutV2 ([...slug].astro),calendario siembra hemisferio sur,Proyecto DIY (materiales/costo),(self),Sí,Sí,9,hogar,siembra-cal,"Cluster ""siembra-cal"" — enlazar a la maestra, evaluar canonical",Alta
/calculadora-cosecha-esperada-huerta-kg,calculadora-cosecha-esperada-huerta-kg,Cosecha esperada por cultivo y m² de huerta 2026 | Hacé Cuentas,Cosecha esperada por cultivo y m² de huerta,jardineria,CalcLayoutV2 ([...slug].astro),cosecha esperada huerta kg,Proyecto DIY (materiales/costo),(self),Sí,Sí,9,hogar,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-pasto-semilla-kg-m2-cesped-sembrar,calculadora-pasto-semilla-kg-m2-cesped-sembrar,Calculadora de Semilla de Pasto por m² — Cuántos kg Necesitás,Calculadora de semilla de pasto por m²,construccion,CalcLayoutV2 ([...slug].astro),calculadora semilla pasto por m2,Proyecto DIY (materiales/costo),(self),Sí,Sí,9,hogar,cesped-semilla,"Cluster ""cesped-semilla"" — enlazar a la maestra, evaluar canonical",Alta
/calculadora-semillas-por-m2-huerta,calculadora-semillas-por-m2-huerta,Calculadora Semillas por m² de huerta 2026 | Hacé Cuentas,Semillas por m² de huerta,jardineria,CalcLayoutV2 ([...slug].astro),semillas por m2 huerta,Proyecto DIY (materiales/costo),(self),Sí,Sí,9,hogar,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-siembra-calendario-argentina-zona,calculadora-siembra-calendario-argentina-zona,Calendario de Siembra Argentina: Zona y Mes | Hacé Cuentas,Calendario de siembra en Argentina: qué sembrar según zona y mes,jardineria,CalcLayoutV2 ([...slug].astro),calendario siembra argentina,Proyecto DIY (materiales/costo),(self),Sí,Sí,9,hogar,siembra-cal,"Cluster ""siembra-cal"" — enlazar a la maestra, evaluar canonical",Alta
/calculadora-riego-goteo-litros-hora-planta,calculadora-riego-goteo-litros-hora-planta,Calculadora de riego por goteo: litros por hora,Calculadora de riego por goteo: litros por hora según tipo de planta,jardineria,CalcLayoutV2 ([...slug].astro),riego por goteo,Proyecto DIY (materiales/costo),(self),Sí,Sí,8,hogar,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-ceramicos-m2-cajas,calculadora-ceramicos-m2-cajas,Calculadora Cerámicos cajas por m² +descarte 2026,Cerámicos cajas por m² +descarte,construccion,CalcLayoutV2 ([...slug].astro),cerámicos cajas por m² +descarte,Proyecto DIY (materiales/costo),(self),Sí,Sí,7,hogar,pisos-ceramica,"Cluster ""pisos-ceramica"" — enlazar a la maestra, evaluar canonical",Alta
/calculadora-deck-madera-tablas-tornillos,calculadora-deck-madera-tablas-tornillos,Calculadora de Deck de Madera 2026 — Gratis | Hacé Cuentas,Calculadora de Deck de Madera,construccion,CalcLayoutV2 ([...slug].astro),calculadora deck madera,Proyecto DIY (materiales/costo),(self),Sí,Sí,7,hogar,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-piso-flotante-m2-tablas,calculadora-piso-flotante-m2-tablas,Calculadora de Piso Flotante por m² 2026 | Hacé Cuentas,Calculadora de Piso Flotante por m²,construccion,CalcLayoutV2 ([...slug].astro),piso flotante por m2,Proyecto DIY (materiales/costo),(self),Sí,Sí,7,hogar,pisos-ceramica,"Cluster ""pisos-ceramica"" — enlazar a la maestra, evaluar canonical",Alta
/calculadora-pisos-ceramicos-porcellanato-cajas,calculadora-pisos-ceramicos-porcellanato-cajas,Calculadora de Pisos Cerámicos y Porcellanato 2026,¿Cuántas cajas de cerámico o porcellanato necesito?,construccion,CalcLayoutV2 ([...slug].astro),cuantas cajas de ceramico necesito,Proyecto DIY (materiales/costo),(self),Sí,Sí,7,hogar,pisos-ceramica,"Cluster ""pisos-ceramica"" — enlazar a la maestra, evaluar canonical",Alta
/calculadora-zocalo-metros-lineal,calculadora-zocalo-metros-lineal,Calculadora Zócalo — metros lineales 2026 | Hacé Cuentas,Zócalo — metros lineales,construccion,CalcLayoutV2 ([...slug].astro),zócalo — metros lineales,Proyecto DIY (materiales/costo),(self),Sí,Sí,7,hogar,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-costo-mensual-pileta,calculadora-costo-mensual-pileta,"Costo mensual de una pileta: agua, luz y químicos 2026 | Hacé Cuentas",¿Cuánto cuesta mantener una pileta por mes?,hogar,CalcLayoutV2 ([...slug].astro),costo mensual pileta,Proyecto DIY (materiales/costo),(self),Sí,Sí,5,hogar,pileta-mant,"Cluster ""pileta-mant"" — enlazar a la maestra, evaluar canonical",Alta
/calculadora-m2-pared-descontando-aberturas-pintura,calculadora-m2-pared-descontando-aberturas-pintura,Calcular m² de pared descontando aberturas: calculadora + tabla | Hacé Cuentas,"Calculadora de m² de pared netos descontando ventanas, puertas y huecos",construccion,CalcLayoutV2 ([...slug].astro),calcular m2 pared para pintar,Proyecto DIY (materiales/costo),(self),Sí,Sí,4,hogar,pintura,"Cluster ""pintura"" — enlazar a la maestra, evaluar canonical",Alta
/calculadora-conversor-litros-pintura-por-metro-cuadrado,calculadora-conversor-litros-pintura-por-metro-cuadrado,Conversor de metros cuadrados a litros de pintura 2026,Conversor de metros cuadrados a litros de pintura,construccion,CalcLayoutV2 ([...slug].astro),conversor pintura metros cuadrados,Proyecto DIY (materiales/costo),(self),Sí,Sí,4,hogar,pintura,"Cluster ""pintura"" — enlazar a la maestra, evaluar canonical",Alta
/calculadora-rollos-empapelado-papel-pared,calculadora-rollos-empapelado-papel-pared,Cuántos rollos de empapelado necesito 2026 | Hacé Cuentas,Calculadora de rollos de empapelado (papel pintado),hogar,CalcLayoutV2 ([...slug].astro),cuantos rollos de empapelado necesito,Proyecto DIY (materiales/costo),(self),Sí,Sí,3,hogar,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-pileta-natacion-litros-m3,calculadora-pileta-natacion-litros-m3,Calculadora de Volumen de Pileta 2026 — Gratis,Calculadora de Volumen de Pileta,construccion,CalcLayoutV2 ([...slug].astro),litros pileta natacion,Proyecto DIY (materiales/costo),(self),Sí,Sí,3,hogar,pileta-mant,"Cluster ""pileta-mant"" — enlazar a la maestra, evaluar canonical",Alta
/calculadora-pintura-por-m2-litros-latas,calculadora-pintura-por-m2-litros-latas,Calculadora de pintura por m² 2026: litros y latas,¿Cuántos litros de pintura necesito?,construccion,CalcLayoutV2 ([...slug].astro),calculadora pintura m2,Proyecto DIY (materiales/costo),(self),Sí,Sí,3,hogar,pintura,CANDIDATA A HERRAMIENTA MAESTRA — ampliar,Alta
/calculadora-metros-cuadrados-terreno-irregular-poligono,calculadora-metros-cuadrados-terreno-irregular-poligono,Metros cuadrados terreno irregular polígono — | Hacé Cuentas,Metros cuadrados de terreno irregular (polígono 3-8 lados),construccion,CalcLayoutV2 ([...slug].astro),metros cuadrados terreno irregular,Proyecto DIY (materiales/costo),(self),Sí,Sí,2,hogar,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-agua-riego-plantas-dia,calculadora-agua-riego-plantas-dia,Calculadora Agua de riego por planta/día 2026 | Hacé Cuentas,Agua de riego por planta/día,jardineria,CalcLayoutV2 ([...slug].astro),calculadora agua de riego por planta/día 2026,Proyecto DIY (materiales/costo),(self),Sí,Sí,1,hogar,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-jardin-vertical-plantas-m2,calculadora-jardin-vertical-plantas-m2,Plantas por m² para Jardín Vertical 2026 — Calculadora | Hacé Cuentas,¿Cuántas plantas necesitás para tu jardín vertical?,jardineria,CalcLayoutV2 ([...slug].astro),jardín vertical plantas m2,Proyecto DIY (materiales/costo),(self),Sí,Sí,1,hogar,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-agua-jardin-consumo-mensual-m2,calculadora-agua-jardin-consumo-mensual-m2,Consumo de Agua Mensual para Riego de Jardín | Hacé Cuentas,Calculadora de consumo de agua mensual para riego de jardín,jardineria,CalcLayoutV2 ([...slug].astro),agua jardín mensual,Proyecto DIY (materiales/costo),(self),Sí,Sí,0,hogar,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media-alta
/calculadora-alambre-cerco-perimetral-metros,calculadora-alambre-cerco-perimetral-metros,Calculadora de Alambre para Cerco Perimetral 2026,Calculadora de Alambre para Cerco Perimetral,construccion,CalcLayoutV2 ([...slug].astro),alambre cerco perimetral metros,Proyecto DIY (materiales/costo),(self),Sí,Sí,0,hogar,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media-alta
